Well	Sample Name	Detector Name	Reporter	Task	Ct
359	31B	B2m	SYBR	Unknown	32.387054
313	33B	B2m	SYBR	Unknown	32.68097
314	33B	B2m	SYBR	Unknown	32.471622
315	33B	B2m	SYBR	Unknown	32.430115
317	35B	B2m	SYBR	Unknown	31.514757
318	35B	B2m	SYBR	Unknown	31.672993
319	35B	B2m	SYBR	Unknown	31.391397
325	37B	B2m	SYBR	Unknown	31.427622
326	37B	B2m	SYBR	Unknown	31.711807
327	37B	B2m	SYBR	Unknown	31.073229
289	40B1	B2m	SYBR	Unknown	34.842693
290	40B1	B2m	SYBR	Unknown	36.556774
291	40B1	B2m	SYBR	Unknown	35.197742
293	40B2	B2m	SYBR	Unknown	35.72113
294	40B2	B2m	SYBR	Unknown	35.676304
295	40B2	B2m	SYBR	Unknown	35.164314
297	41B	B2m	SYBR	Unknown	32.425964
298	41B	B2m	SYBR	Unknown	32.44882
299	41B	B2m	SYBR	Unknown	32.621624
321	41B	B2m	SYBR	Unknown	32.177025
322	41B	B2m	SYBR	Unknown	31.826626
323	41B	B2m	SYBR	Unknown	32.593536
301	41B1	B2m	SYBR	Unknown	36.966255
302	41B1	B2m	SYBR	Unknown	Undetermined
303	41B1	B2m	SYBR	Unknown	35.57523
309	42B	B2m	SYBR	Unknown	31.14726
310	42B	B2m	SYBR	Unknown	29.61963
311	42B	B2m	SYBR	Unknown	30.159906
305	42B1	B2m	SYBR	Unknown	32.734222
306	42B1	B2m	SYBR	Unknown	31.672361
307	42B1	B2m	SYBR	Unknown	32.020893
265	44B2	B2m	SYBR	Unknown	33.551086
266	44B2	B2m	SYBR	Unknown	33.77787
267	44B2	B2m	SYBR	Unknown	33.308617
269	63B	B2m	SYBR	Unknown	31.253222
270	63B	B2m	SYBR	Unknown	31.829878
271	63B	B2m	SYBR	Unknown	31.561438
273	64B	B2m	SYBR	Unknown	31.63347
274	64B	B2m	SYBR	Unknown	31.446692
275	64B	B2m	SYBR	Unknown	31.82756
277	67B	B2m	SYBR	Unknown	31.425833
278	67B	B2m	SYBR	Unknown	31.923014
279	67B	B2m	SYBR	Unknown	32.050056
281	68B	B2m	SYBR	Unknown	31.858189
282	68B	B2m	SYBR	Unknown	31.601881
283	68B	B2m	SYBR	Unknown	32.12257
285	71B	B2m	SYBR	Unknown	32.820614
286	71B	B2m	SYBR	Unknown	31.472242
287	71B	B2m	SYBR	Unknown	32.17249
249	72B	B2m	SYBR	Unknown	32.71928
250	72B	B2m	SYBR	Unknown	32.87494
251	72B	B2m	SYBR	Unknown	32.599762
245	74B	B2m	SYBR	Unknown	29.251375
246	74B	B2m	SYBR	Unknown	29.149422
247	74B	B2m	SYBR	Unknown	Undetermined
241	75B	B2m	SYBR	Unknown	32.403797
242	75B	B2m	SYBR	Unknown	31.964426
243	75B	B2m	SYBR	Unknown	32.27969
261	76B	B2m	SYBR	Unknown	32.907166
262	76B	B2m	SYBR	Unknown	33.14824
263	76B	B2m	SYBR	Unknown	31.464748
365	7B	B2m	SYBR	Unknown	33.95101
366	7B	B2m	SYBR	Unknown	33.38775
367	7B	B2m	SYBR	Unknown	33.114635
257	81B	B2m	SYBR	Unknown	32.975826
258	81B	B2m	SYBR	Unknown	31.994234
259	81B	B2m	SYBR	Unknown	31.672905
253	82B	B2m	SYBR	Unknown	31.800755
254	82B	B2m	SYBR	Unknown	32.363426
255	82B	B2m	SYBR	Unknown	32.252678
221	84B	B2m	SYBR	Unknown	29.910004
222	84B	B2m	SYBR	Unknown	29.278866
223	84B	B2m	SYBR	Unknown	30.41496
217	84B1	B2m	SYBR	Unknown	30.221064
218	84B1	B2m	SYBR	Unknown	30.137133
219	84B1	B2m	SYBR	Unknown	30.324762
193	N34 WGA	B2m	SYBR	Unknown	27.251114
194	N34 WGA	B2m	SYBR	Unknown	26.684423
195	N34 WGA	B2m	SYBR	Unknown	26.268078
197	NTC	B2m	SYBR	Unknown	Undetermined
198	NTC	B2m	SYBR	Unknown	Undetermined
199	NTC	B2m	SYBR	Unknown	Undetermined
237	N1 SCOMP	B2m	SYBR	Unknown	32.212788
238	N1 SCOMP	B2m	SYBR	Unknown	31.084412
239	N1 SCOMP	B2m	SYBR	Unknown	32.614056
















153	119B	PITPNC1	SYBR	Unknown	29.77928
154	119B	PITPNC1	SYBR	Unknown	29.331837
155	119B	PITPNC1	SYBR	Unknown	29.450392
157	121B	PITPNC1	SYBR	Unknown	29.577389
158	121B	PITPNC1	SYBR	Unknown	29.980976
159	121B	PITPNC1	SYBR	Unknown	30.573444
161	124B	PITPNC1	SYBR	Unknown	31.363018
162	124B	PITPNC1	SYBR	Unknown	33.039875
163	124B	PITPNC1	SYBR	Unknown	32.9325
9	14B	PITPNC1	SYBR	Unknown	33.994495
10	14B	PITPNC1	SYBR	Unknown	32.89332
11	14B	PITPNC1	SYBR	Unknown	33.328278
13	15B	PITPNC1	SYBR	Unknown	29.842337
14	15B	PITPNC1	SYBR	Unknown	29.575638
15	15B	PITPNC1	SYBR	Unknown	29.757338
21	18B	PITPNC1	SYBR	Unknown	32.077477
22	18B	PITPNC1	SYBR	Unknown	31.487204
23	18B	PITPNC1	SYBR	Unknown	31.950571
17	18B1	PITPNC1	SYBR	Unknown	30.805864
18	18B1	PITPNC1	SYBR	Unknown	30.499826
19	18B1	PITPNC1	SYBR	Unknown	30.636711
1	1B	PITPNC1	SYBR	Unknown	28.651531
2	1B	PITPNC1	SYBR	Unknown	28.128231
3	1B	PITPNC1	SYBR	Unknown	28.137377
29	20B	PITPNC1	SYBR	Unknown	29.464043
30	20B	PITPNC1	SYBR	Unknown	29.331383
31	20B	PITPNC1	SYBR	Unknown	29.752186
25	20B1	PITPNC1	SYBR	Unknown	30.470795
26	20B1	PITPNC1	SYBR	Unknown	30.418272
27	20B1	PITPNC1	SYBR	Unknown	30.746677
33	22B	PITPNC1	SYBR	Unknown	30.286013
34	22B	PITPNC1	SYBR	Unknown	30.781225
35	22B	PITPNC1	SYBR	Unknown	30.964703
37	27B	PITPNC1	SYBR	Unknown	28.889292
38	27B	PITPNC1	SYBR	Unknown	28.636923
39	27B	PITPNC1	SYBR	Unknown	28.855143
41	30B	PITPNC1	SYBR	Unknown	31.115446
42	30B	PITPNC1	SYBR	Unknown	31.24677
43	30B	PITPNC1	SYBR	Unknown	31.14112
65	30B	PITPNC1	SYBR	Unknown	28.570646
66	30B	PITPNC1	SYBR	Unknown	29.145313
67	30B	PITPNC1	SYBR	Unknown	28.536345
45	31B	PITPNC1	SYBR	Unknown	32.00039
46	31B	PITPNC1	SYBR	Unknown	31.949574
47	31B	PITPNC1	SYBR	Unknown	32.751797
69	31B	PITPNC1	SYBR	Unknown	26.805737
70	31B	PITPNC1	SYBR	Unknown	27.000004
71	31B	PITPNC1	SYBR	Unknown	27.415224
49	33B	PITPNC1	SYBR	Unknown	29.002258
50	33B	PITPNC1	SYBR	Unknown	28.814644
51	33B	PITPNC1	SYBR	Unknown	29.026028
53	35B	PITPNC1	SYBR	Unknown	31.575472
54	35B	PITPNC1	SYBR	Unknown	31.029377
55	35B	PITPNC1	SYBR	Unknown	31.23905
61	37B	PITPNC1	SYBR	Unknown	28.390753
62	37B	PITPNC1	SYBR	Unknown	27.963509
63	37B	PITPNC1	SYBR	Unknown	29.733675
57	37B1	PITPNC1	SYBR	Unknown	30.918453
58	37B1	PITPNC1	SYBR	Unknown	30.927584
59	37B1	PITPNC1	SYBR	Unknown	30.988277
73	40B1	PITPNC1	SYBR	Unknown	33.25848
74	40B1	PITPNC1	SYBR	Unknown	32.517593
75	40B1	PITPNC1	SYBR	Unknown	32.107098
77	40B2	PITPNC1	SYBR	Unknown	32.50385
78	40B2	PITPNC1	SYBR	Unknown	32.456173
79	40B2	PITPNC1	SYBR	Unknown	32.015858
81	41B	PITPNC1	SYBR	Unknown	33.833447
82	41B	PITPNC1	SYBR	Unknown	34.71289
83	41B	PITPNC1	SYBR	Unknown	34.681187
85	41B1	PITPNC1	SYBR	Unknown	31.997383
86	41B1	PITPNC1	SYBR	Unknown	31.853237
87	41B1	PITPNC1	SYBR	Unknown	31.866459
93	42B	PITPNC1	SYBR	Unknown	26.797338
94	42B	PITPNC1	SYBR	Unknown	26.824272
95	42B	PITPNC1	SYBR	Unknown	27.084515
89	42B1	PITPNC1	SYBR	Unknown	28.759514
90	42B1	PITPNC1	SYBR	Unknown	30.966036
91	42B1	PITPNC1	SYBR	Unknown	29.50093
97	44B2	PITPNC1	SYBR	Unknown	32.850857
98	44B2	PITPNC1	SYBR	Unknown	33.66639
99	44B2	PITPNC1	SYBR	Unknown	32.46418
101	63B	PITPNC1	SYBR	Unknown	30.529282
102	63B	PITPNC1	SYBR	Unknown	30.240961
103	63B	PITPNC1	SYBR	Unknown	30.622732
105	64B	PITPNC1	SYBR	Unknown	32.52522
106	64B	PITPNC1	SYBR	Unknown	32.19834
107	64B	PITPNC1	SYBR	Unknown	31.423145
109	67B	PITPNC1	SYBR	Unknown	30.128286
110	67B	PITPNC1	SYBR	Unknown	30.317953
111	67B	PITPNC1	SYBR	Unknown	29.982891
113	68B	PITPNC1	SYBR	Unknown	28.347174
114	68B	PITPNC1	SYBR	Unknown	27.997421
115	68B	PITPNC1	SYBR	Unknown	28.41498
117	71B	PITPNC1	SYBR	Unknown	28.763613
118	71B	PITPNC1	SYBR	Unknown	29.375364
119	71B	PITPNC1	SYBR	Unknown	28.795319
129	72B	PITPNC1	SYBR	Unknown	29.158329
130	72B	PITPNC1	SYBR	Unknown	29.77681
131	72B	PITPNC1	SYBR	Unknown	28.329058
125	74B	PITPNC1	SYBR	Unknown	25.19091
126	74B	PITPNC1	SYBR	Unknown	25.176805
127	74B	PITPNC1	SYBR	Unknown	25.339811
121	75B	PITPNC1	SYBR	Unknown	28.399921
122	75B	PITPNC1	SYBR	Unknown	28.993174
123	75B	PITPNC1	SYBR	Unknown	29.074038
141	76B	PITPNC1	SYBR	Unknown	30.96631
142	76B	PITPNC1	SYBR	Unknown	31.655361
143	76B	PITPNC1	SYBR	Unknown	31.15755
5	7B	PITPNC1	SYBR	Unknown	34.10788
6	7B	PITPNC1	SYBR	Unknown	35.2396
7	7B	PITPNC1	SYBR	Unknown	34.794975
137	81B	PITPNC1	SYBR	Unknown	29.44378
138	81B	PITPNC1	SYBR	Unknown	29.844572
139	81B	PITPNC1	SYBR	Unknown	30.153885
133	82B	PITPNC1	SYBR	Unknown	30.829533
134	82B	PITPNC1	SYBR	Unknown	31.110924
135	82B	PITPNC1	SYBR	Unknown	31.300108
149	84B	PITPNC1	SYBR	Unknown	31.408876
150	84B	PITPNC1	SYBR	Unknown	32.346073
151	84B	PITPNC1	SYBR	Unknown	32.18933
145	84B1	PITPNC1	SYBR	Unknown	30.933376
146	84B1	PITPNC1	SYBR	Unknown	31.456305
147	84B1	PITPNC1	SYBR	Unknown	32.52233
169	N34 WGA	PITPNC1	SYBR	Unknown	28.694365
170	N34 WGA	PITPNC1	SYBR	Unknown	28.32222
171	N34 WGA	PITPNC1	SYBR	Unknown	28.536678
173	NTC	PITPNC1	SYBR	Unknown	Undetermined
174	NTC	PITPNC1	SYBR	Unknown	Undetermined
175	NTC	PITPNC1	SYBR	Unknown	Undetermined
165	N1 SCOMP	PITPNC1	SYBR	Unknown	31.775486
166	N1 SCOMP	PITPNC1	SYBR	Unknown	31.49534
167	N1 SCOMP	PITPNC1	SYBR	Unknown	31.212631
